0,0,0,0,0,201,196,5,5,196,5,0,0,0,0,0,2,0,5
1,1,1,1,1,197,194,7,7,192,7,0,0,0,0,0,3,0,7.3
2,1,1,1,1,197,191,10,10,189,7,3,0,0,0,0,5,0,10.3
3,1,1,1,1,197,188,13,13,186,7,6,0,0,3,0,6,0,13.3
4,1,1,1,1,197,182,19,19,180,11,5,3,0,6,0,8,0,19.3
5,1,1,1,1,197,179,22,22,177,10,6,6,0,8,3,8,0,22.3
6,1,1,1,1,197,176,25,25,174,8,9,8,0,12,6,9,0,25.3
7,1,1,1,1,197,174,27,27,172,5,10,12,0,17,8,10,0,27.3
8,1,1,1,1,197,167,34,34,165,10,7,17,0,22,12,15,0,34.3
9,1,1,1,1,197,165,36,36,163,10,4,22,0,24,17,16,0,36.3
10,1,1,1,1,197,159,42,42,157,13,5,24,0,26,22,21,0,42.3
11,1,1,1,1,197,153,48,48,151,13,9,26,0,29,24,26,0,48.3
12,1,1,1,1,197,148,53,53,146,16,8,29,0,35,26,28,0,53.3
13,1,1,1,1,197,146,55,55,144,12,8,35,0,37,29,29,0,55.3
14,1,1,1,1,197,142,59,59,140,8,14,37,0,43,35,31,0,59.3
15,1,1,1,1,197,136,65,65,134,11,11,43,0,51,37,35,0,65.3
16,1,1,1,1,197,131,70,70,129,13,6,51,0,54,43,37,1,70.3
17,1,1,1,1,197,126,75,75,124,14,7,54,0,57,51,40,1,75.3
18,1,1,1,1,197,119,82,82,118,14,10,57,0,61,54,45,1,82.3
19,1,1,1,1,197,119,82,82,117,10,11,61,0,67,57,45,1,82.3
20,1,1,1,1,197,117,84,84,115,7,10,67,0,72,61,46,1,84.3
21,1,1,1,1,197,114,87,87,112,5,10,72,0,77,67,49,1,87.3
22,1,1,1,1,197,112,89,89,110,6,6,77,0,82,72,51,1,89.3
23,1,1,1,1,197,106,95,95,104,11,2,82,0,83,77,57,1,95.3
24,1,1,1,1,197,99,102,102,97,15,4,83,0,84,82,64,1,102.3
25,1,1,1,1,197,92,109,109,90,20,5,84,0,87,83,71,1,109.3
26,1,1,1,1,197,92,109,109,90,14,8,87,0,89,84,71,1,109.3
27,1,1,1,1,197,89,112,112,87,10,13,89,0,95,87,74,1,112.3
28,1,1,1,1,197,86,115,115,84,6,14,95,0,102,89,77,1,115.3
29,1,1,1,1,197,83,118,118,81,9,7,102,0,109,95,80,1,118.3
30,1,1,1,1,197,83,118,118,81,6,3,109,0,109,102,80,1,118.3
31,1,1,1,1,197,80,121,121,78,6,6,109,0,112,109,83,1,121.3
32,1,1,1,1,197,75,126,126,73,8,6,112,0,115,109,88,1,126.3
33,1,1,1,1,197,73,128,128,71,10,3,115,0,118,112,90,1,128.3
34,1,1,1,1,197,73,128,128,71,7,3,118,0,118,115,90,1,128.3
35,1,1,1,1,197,67,134,134,65,8,8,118,0,121,118,96,1,134.3
36,1,1,1,1,197,66,135,135,64,7,7,121,0,126,118,97,1,135.3
37,1,1,1,1,197,63,138,138,62,9,2,126,0,128,121,100,1,138.3
38,1,1,1,1,197,62,139,139,60,5,6,128,0,128,126,101,1,139.3
39,1,1,1,1,197,61,140,140,59,5,7,128,0,134,128,102,1,140.3
40,1,1,1,1,197,61,140,140,59,2,4,134,0,135,128,102,1,140.3
41,1,1,1,1,197,61,140,140,59,1,4,135,0,138,134,102,1,140.3
42,1,1,1,1,197,59,142,142,57,2,2,138,0,139,135,104,1,142.3
43,1,1,1,1,197,57,144,144,55,4,1,139,0,140,138,106,1,144.3
44,1,1,1,1,197,56,145,145,54,5,0,140,0,140,139,107,1,145.3
45,1,1,1,1,197,54,147,147,52,5,2,140,0,140,140,109,1,147.3
46,1,1,1,1,197,51,150,150,49,6,4,140,0,142,140,112,1,150.3
47,1,1,1,1,197,51,150,150,49,5,3,142,0,144,140,112,1,150.3
48,1,1,1,1,197,51,150,150,49,3,3,144,0,145,142,112,1,150.3
49,1,1,1,1,197,48,153,153,46,3,5,145,0,147,144,115,1,153.3
50,1,1,1,1,197,48,153,153,46,3,3,147,0,150,145,115,1,153.3
51,1,1,1,1,197,46,155,155,44,5,0,150,0,150,147,117,1,155.3
52,1,1,1,1,197,46,155,155,44,2,3,150,0,150,150,117,1,155.3
53,1,1,1,1,197,43,158,158,42,4,3,150,0,153,150,120,1,158.3
54,1,1,1,1,197,43,158,158,41,3,2,153,0,153,150,120,1,158.3
