0,0
1,0.6
2,0.714286
3,0.6
4,0.564103
5,0.421053
6,0.409091
7,0.4
8,0.506173
9,0.470588
10,0.583333
11,0.599206
12,0.583333
13,0.54717
14,0.563636
15,0.59322
16,0.584
17,0.586286
18,0.609422
19,0.561463
20,0.573659
21,0.595714
22,0.598161
23,0.652135
24,0.684632
25,0.702734
26,0.660917
27,0.68844
28,0.696786
29,0.704696
30,0.68678
31,0.710993
32,0.735868
33,0.72254
34,0.71125
35,0.758125
36,0.731642
37,0.748444
38,0.73942
39,0.741295
40,0.736
41,0.736
42,0.750286
43,0.753803
44,0.750278
45,0.758897
46,0.76898
47,0.7536
48,0.7536
49,0.7736
50,0.758431
51,0.769325
52,0.761548
53,0.780903
54,0.766076
55,0.772405
56,0.773836
57,0.769
58,0.77525
59,0.782857
0,0
1,0.25
2,0.222222
3,0.538462
4,0.579365
5,0.466667
6,0.424242
7,0.612745
8,0.655303
9,0.555556
10,0.571429
11,0.557377
12,0.538462
13,0.560606
14,0.582143
15,0.565789
16,0.6
17,0.571429
18,0.616279
19,0.582418
20,0.586957
21,0.578947
22,0.604167
23,0.59596
24,0.6
25,0.628383
26,0.628571
27,0.635514
28,0.640673
29,0.673423
30,0.655172
31,0.683761
32,0.68595
33,0.677419
34,0.68
35,0.674603
36,0.698413
37,0.697674
38,0.70229
39,0.699248
40,0.69403
41,0.69403
42,0.701493
43,0.711111
44,0.708029
45,0.702899
46,0.710145
47,0.71223
48,0.707143
49,0.717857
50,0.732394
51,0.717241
52,0.724138
53,0.732877
54,0.723064
55,0.723064
56,0.723064
57,0.736578
58,0.746757
59,0.73865
0,0
1,0
2,0
3,0.428571
4,0.333333
5,0.294118
6,0.294118
7,0.333333
8,0.454545
9,0.467803
10,0.525974
11,0.623964
12,0.551515
13,0.541126
14,0.546832
15,0.638841
16,0.612074
17,0.612834
18,0.596527
19,0.581623
20,0.573864
21,0.578257
22,0.592764
23,0.620909
24,0.625574
25,0.636656
26,0.628383
27,0.649749
28,0.641422
29,0.653236
30,0.659164
31,0.664892
32,0.686929
33,0.681418
34,0.678936
35,0.689256
36,0.701729
37,0.700939
38,0.697962
39,0.69283
40,0.69283
41,0.69283
42,0.729594
43,0.703722
44,0.724999
45,0.723784
46,0.720718
47,0.715815
48,0.722618
49,0.731249
50,0.741499
51,0.733626
52,0.74185
53,0.732339
54,0.732339
55,0.732339
56,0.732339
57,0.732339
58,0.732339
59,0.745159
0,0
1,0.166667
2,0.333333
3,0.534722
4,0.534314
5,0.543651
6,0.439103
7,0.554487
8,0.544271
9,0.539352
10,0.544017
11,0.524621
12,0.552536
13,0.53268
14,0.592424
15,0.553385
16,0.684783
17,0.628726
18,0.665023
19,0.621804
20,0.629937
21,0.647084
22,0.678154
23,0.665865
24,0.705563
25,0.671929
26,0.671929
27,0.680938
28,0.683787
29,0.712757
30,0.706029
31,0.71097
32,0.724012
33,0.706495
34,0.706495
35,0.730689
36,0.729176
37,0.725623
38,0.735426
39,0.739435
40,0.728399
41,0.735861
42,0.738073
43,0.753888
44,0.752805
45,0.749219
46,0.758027
47,0.761388
48,0.750958
49,0.750958
50,0.771506
51,0.775268
52,0.773947
53,0.770389
54,0.765419
55,0.765419
56,0.778322
57,0.774776
58,0.776202
59,0.77132
0,0
1,0.333333
2,0.375
3,0.375
4,0.285714
5,0.294118
6,0.333333
7,0.37037
8,0.443548
9,0.512821
10,0.533333
11,0.602041
12,0.555132
13,0.52597
14,0.642575
15,0.595988
16,0.587989
17,0.599002
18,0.611258
19,0.576128
20,0.59689
21,0.588139
22,0.632776
23,0.606954
24,0.6296
25,0.666096
26,0.641695
27,0.653506
28,0.650882
29,0.694802
30,0.717365
31,0.718727
32,0.714362
33,0.698944
34,0.698944
35,0.713333
36,0.710307
37,0.712347
38,0.707365
39,0.707365
40,0.714358
41,0.709713
42,0.730547
43,0.736046
44,0.741325
45,0.726789
46,0.739861
47,0.730314
48,0.736766
49,0.757684
50,0.744992
51,0.740365
52,0.740365
53,0.740365
54,0.740365
55,0.746576
56,0.741967
57,0.760486
58,0.75878
59,0.749693
0,0
1,0
2,0.444444
3,0.461538
4,0.533333
5,0.421053
6,0.428571
7,0.576389
8,0.633333
9,0.608752
10,0.643704
11,0.622222
12,0.59375
13,0.573529
14,0.628571
15,0.631579
16,0.64375
17,0.677381
18,0.72018
19,0.660196
20,0.677026
21,0.67673
22,0.673427
23,0.694969
24,0.676186
25,0.703213
26,0.702251
27,0.707385
28,0.746243
29,0.74124
30,0.750324
31,0.742968
32,0.754267
33,0.74505
34,0.739651
35,0.739651
36,0.754143
37,0.74337
38,0.74337
39,0.750513
40,0.752282
41,0.746984
42,0.775153
43,0.760766
44,0.769196
45,0.765583
46,0.760479
47,0.760479
48,0.760479
49,0.773812
50,0.76363
51,0.776788
52,0.773193
53,0.768205
54,0.768205
55,0.768205
56,0.78756
57,0.779015
58,0.774115
59,0.780404
0,0
1,0.75
2,0.829167
3,0.911765
4,0.71
5,0.59375
6,0.571429
7,0.575
8,0.682197
9,0.691824
10,0.672131
11,0.681592
12,0.643836
13,0.638158
14,0.678903
15,0.666667
16,0.648352
17,0.682065
18,0.681818
19,0.647619
20,0.650943
21,0.633028
22,0.678899
23,0.675439
24,0.675214
25,0.680672
26,0.669421
27,0.68595
28,0.707317
29,0.708661
30,0.707692
31,0.719697
32,0.733432
33,0.726965
34,0.730838
35,0.740596
36,0.726357
37,0.740056
38,0.743568
39,0.746987
40,0.743738
41,0.738877
42,0.738877
43,0.751015
44,0.742246
45,0.748698
46,0.750308
47,0.745529
48,0.745529
49,0.751899
50,0.74714
