51,0.759798
52,0.750301
53,0.750301
54,0.750301
55,0.750301
56,0.750301
57,0.750301
58,0.756551
59,0.758063
0,0
1,0
2,0
3,0.166667
4,0.395833
5,0.35
6,0.347826
7,0.384615
8,0.561111
9,0.540541
10,0.556818
11,0.595
12,0.519397
13,0.526639
14,0.55754
15,0.523551
16,0.583417
17,0.622105
18,0.615187
19,0.607939
20,0.599446
21,0.595979
22,0.623242
23,0.637326
24,0.650534
25,0.660718
26,0.640914
27,0.640914
28,0.649317
29,0.675851
30,0.663458
31,0.68215
32,0.681787
33,0.671298
34,0.671298
35,0.678991
36,0.681536
37,0.676373
38,0.683949
39,0.678807
40,0.678807
41,0.678807
42,0.686325
43,0.708733
44,0.690444
45,0.690444
46,0.704937
47,0.694866
48,0.694866
49,0.708986
50,0.713412
51,0.703504
52,0.703504
53,0.717393
54,0.707565
55,0.707565
56,0.707565
57,0.714415
58,0.72316
59,0.720165
0,0
1,0
2,0
3,0
4,0.153846
5,0.166667
6,0.142857
7,0.282609
8,0.333333
9,0.422269
10,0.47619
11,0.428571
12,0.426471
13,0.456818
14,0.452083
15,0.448077
16,0.46558
17,0.506849
18,0.555041
19,0.517857
20,0.506579
21,0.54768
22,0.547794
23,0.553571
24,0.588785
25,0.599719
26,0.587659
27,0.591555
28,0.595017
29,0.615227
30,0.632885
31,0.636603
32,0.652806
33,0.64821
34,0.638607
35,0.653422
36,0.651182
37,0.660151
38,0.672943
39,0.665818
40,0.661194
41,0.661194
42,0.668139
43,0.677324
44,0.668109
45,0.674911
46,0.677108
47,0.679275
48,0.681413
49,0.710013
50,0.693666
51,0.695618
52,0.691215
53,0.697544
54,0.693157
55,0.693157
56,0.705602
57,0.697101
58,0.697101
59,0.697101
0,0
1,0.75
2,0.444444
3,0.4
4,0.333333
5,0.333333
6,0.285714
7,0.34375
8,0.526316
9,0.423077
10,0.419355
11,0.525253
12,0.46337
13,0.476786
14,0.644558
15,0.649549
16,0.68545
17,0.699521
18,0.697782
19,0.668126
20,0.639649
21,0.666501
22,0.67127
23,0.700262
24,0.69562
25,0.694838
26,0.691389
27,0.694096
28,0.714148
29,0.712941
30,0.709392
31,0.728322
32,0.741951
33,0.727555
34,0.74517
35,0.743386
36,0.739754
37,0.741681
38,0.736228
39,0.76564
40,0.750907
41,0.759766
42,0.756383
43,0.765019
44,0.761388
45,0.756209
46,0.756209
47,0.763012
48,0.757856
49,0.77137
50,0.767751
51,0.775912
52,0.765769
53,0.765769
54,0.765769
55,0.772305
56,0.773784
57,0.775243
58,0.770274
59,0.770274
